datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18
23.02.2025;Bundestagswahl;14713000;0019;0019;1;1;712;502;0;1214;514;7;0;514;0;514;109;116;40;51;102;86;18;30;174;120;45;72;2;2;;2;4;3;;0;;3;1;0;;0;1;0;18;29;;;;;;
23.02.2025;Bundestagswahl;14713000;0109;0109;1;1;644;441;0;1085;513;8;2;511;1;512;71;76;44;59;82;68;10;24;212;140;63;94;3;3;;3;7;5;;0;;8;1;1;;0;1;1;17;30;;;;;;
23.02.2025;Bundestagswahl;14713000;0111;0111;1;1;617;430;0;1047;446;5;2;444;2;444;79;81;43;60;76;75;13;19;155;94;46;69;5;3;;3;4;4;;0;;2;0;0;;1;0;0;23;33;;;;;;
23.02.2025;Bundestagswahl;14713000;0119;0119;1;1;747;456;0;1203;585;6;1;584;1;584;112;116;59;75;108;95;27;39;185;111;51;85;9;7;;4;3;2;;3;;7;1;1;;0;2;2;27;37;;;;;;
23.02.2025;Bundestagswahl;14713000;0121;0121;1;1;660;523;0;1183;535;3;2;533;1;534;87;91;34;36;103;87;17;35;196;134;68;97;4;3;;3;4;5;;1;;9;0;0;;1;1;0;19;32;;;;;;
23.02.2025;Bundestagswahl;14713000;0201;0201;1;1;696;454;0;1150;562;6;7;555;4;558;93;93;40;72;66;70;12;13;272;167;48;96;2;4;;5;5;2;;1;;6;0;0;;0;0;0;17;29;;;;;;
23.02.2025;Bundestagswahl;14713000;0209;0209;1;1;782;533;0;1315;574;9;2;572;4;570;107;107;40;55;89;82;17;26;235;149;46;89;3;0;;6;10;5;;1;;6;0;0;;1;0;0;25;43;;;;;;
23.02.2025;Bundestagswahl;14713000;0212;0212;1;1;655;481;0;1136;487;3;4;483;2;485;77;74;33;38;73;66;14;31;191;144;58;78;3;0;;6;4;2;;1;;5;1;3;;0;0;0;29;37;;;;;;
23.02.2025;Bundestagswahl;14713000;0219;0219;1;1;777;646;0;1423;556;3;2;554;0;556;107;100;47;48;73;72;10;28;220;141;66;105;2;4;;2;3;4;;0;;12;1;2;;0;4;0;21;38;;;;;;
23.02.2025;Bundestagswahl;14713000;0220;0220;1;1;622;247;0;869;466;6;2;464;3;463;143;134;37;54;73;65;5;13;141;109;24;26;4;2;;8;5;2;;0;;2;1;1;;0;0;0;31;47;;;;;;
23.02.2025;Bundestagswahl;14713000;0230;0230;1;1;781;457;0;1238;575;3;8;567;8;567;122;120;50;76;76;77;9;19;227;158;34;48;4;2;;9;4;3;;0;;4;4;4;;0;0;0;37;47;;;;;;
23.02.2025;Bundestagswahl;14713000;0241;0241;1;1;610;442;0;1052;429;2;3;426;3;426;63;58;37;47;44;44;8;10;207;145;30;65;4;3;;8;7;4;;2;;4;1;1;;0;1;0;24;35;;;;;;
23.02.2025;Bundestagswahl;14713000;0249;0249;1;1;652;527;0;1179;535;8;1;534;1;534;66;71;33;41;61;53;12;22;277;190;49;106;5;3;;3;4;3;;0;;4;0;1;;0;0;0;27;37;;;;;;
23.02.2025;Bundestagswahl;14713000;0309;0309;1;1;632;534;0;1166;497;3;0;497;0;497;77;81;40;60;100;86;11;35;167;93;63;77;1;2;;2;1;0;;0;;6;3;1;;0;1;1;33;53;;;;;;
23.02.2025;Bundestagswahl;14713000;0311;0311;1;1;616;602;0;1218;530;6;3;527;1;529;79;86;34;60;76;67;12;23;234;132;62;117;1;2;;1;5;1;;3;;7;0;0;;1;2;1;22;28;;;;;;
23.02.2025;Bundestagswahl;14713000;0319;0319;1;1;816;504;0;1320;646;7;1;645;0;646;81;82;72;90;94;99;12;23;279;169;60;117;7;3;;11;9;1;;1;;5;1;0;;0;2;1;28;44;;;;;;
23.02.2025;Bundestagswahl;14713000;0329;0329;1;1;778;541;0;1319;627;5;1;626;3;624;107;105;60;68;163;150;25;57;164;94;72;100;1;2;;1;5;6;;0;;4;1;0;;2;0;1;28;34;;;;;;
23.02.2025;Bundestagswahl;14713000;0338;0338;1;1;755;451;0;1206;635;4;3;632;3;632;108;111;60;80;83;79;10;18;272;188;54;95;4;4;;3;3;0;;1;;8;1;1;;0;2;1;35;43;;;;;;
23.02.2025;Bundestagswahl;14713000;0339;0339;1;1;590;481;0;1071;524;8;2;522;3;521;71;68;23;50;75;75;12;22;251;160;70;113;3;1;;3;2;2;;0;;5;4;1;;1;0;0;11;20;;;;;;
23.02.2025;Bundestagswahl;14713000;0341;0341;1;1;671;442;0;1113;569;1;1;568;0;569;72;68;42;64;78;73;7;25;258;149;78;124;4;6;;2;5;3;;1;;7;1;1;;0;0;0;23;46;;;;;;
23.02.2025;Bundestagswahl;14713000;0349;0349;1;1;598;570;0;1168;537;7;0;537;1;536;71;69;32;61;84;83;8;16;239;146;74;118;2;2;;2;3;3;;0;;2;0;0;;1;2;2;22;31;;;;;;
23.02.2025;Bundestagswahl;14713000;0359;0359;1;1;693;547;0;1240;583;4;0;583;2;581;97;95;37;62;49;46;9;17;290;176;83;142;1;1;;4;1;4;;1;;7;1;2;;0;0;1;15;23;;;;;;
23.02.2025;Bundestagswahl;14713000;0401;0401;1;1;662;484;0;1146;540;6;0;540;0;540;86;85;39;66;102;86;11;30;192;93;74;132;7;3;;5;5;2;;0;;3;1;1;;1;1;0;22;33;;;;;;
23.02.2025;Bundestagswahl;14713000;0409;0409;1;1;673;608;0;1281;596;4;5;591;4;592;89;87;53;78;74;74;22;39;243;130;81;131;4;1;;3;3;4;;0;;5;0;0;;0;1;1;21;39;;;;;;
23.02.2025;Bundestagswahl;14713000;0411;0411;1;1;558;376;0;934;487;7;3;484;2;485;67;70;40;45;102;106;15;27;140;79;75;108;5;3;;0;9;6;;0;;3;0;2;;0;1;0;30;36;;;;;;
23.02.2025;Bundestagswahl;14713000;0421;0421;1;1;758;571;0;1329;660;16;2;658;2;658;110;108;57;81;92;82;20;39;257;156;67;118;6;3;;4;6;4;;0;;9;4;3;;2;0;0;39;49;;;;;;
23.02.2025;Bundestagswahl;14713000;0422;0422;1;1;731;637;0;1368;630;6;3;627;5;625;92;85;56;84;91;87;24;37;244;128;90;146;3;2;;5;3;4;;0;;13;1;0;;0;0;1;23;33;;;;;;
23.02.2025;Bundestagswahl;14713000;0439;0439;1;1;704;465;0;1169;528;2;1;527;3;525;102;95;47;56;76;76;12;21;201;137;48;83;7;3;;4;4;4;;0;;4;1;0;;0;2;0;27;42;;;;;;
23.02.2025;Bundestagswahl;14713000;0449;0449;1;1;707;336;0;1043;512;1;4;508;3;509;100;96;43;51;70;61;8;17;194;134;43;79;4;4;;7;8;8;;0;;2;1;1;;0;1;1;36;48;;;;;;
